2.292558562605334860e+00 6.021501322335286177e-02
2.287985504683433646e+00 6.774977817000814306e-02
2.283430671918146082e+00 7.690142179338763095e-02
2.278893955610755473e+00 8.816988900952546504e-02
2.274375247925234156e+00 1.022640382222875927e-01
2.269874441879701443e+00 1.202155552766589891e-01
2.265391431337982819e+00 1.435722333229294545e-01
2.260926111001269501e+00 1.747404208998016573e-01
2.256478376399877916e+00 2.176235007697218393e-01
2.252048123885104669e+00 2.788870761181920788e-01
2.247635250621177416e+00 3.706585380184234668e-01
2.243239654577299014e+00 5.168394984464921293e-01
2.238861234519790244e+00 7.696747794623172156e-01
2.234499890004316924e+00 1.260184263916774627e+00
2.230155521368213378e+00 2.382831542496791410e+00
2.225828029722893397e+00 5.581358876142774150e+00
2.221517316946347798e+00 1.369123978807219011e+01
2.217223285675732125e+00 9.829099343203472117e+00
2.212945839300040074e+00 3.771770617852607366e+00
2.208684881952858170e+00 1.777979884511827979e+00
2.204440318505206164e+00 1.007830358150934247e+00
2.200212054558461361e+00 6.441702493764609461e-01
2.195999996437361990e+00 4.464167954731809163e-01
2.191804051183092739e+00 3.276876069229807675e-01
2.187624126546445780e+00 2.510690580023189900e-01
2.183460130981067060e+00 1.988518112010063121e-01
2.179311973636770539e+00 1.617169519955578005e-01
2.175179564352935913e+00 1.343934725510819161e-01
2.171062813651977397e+00 1.137225113076723720e-01
2.166961632732889775e+00 9.771938196802013032e-02
2.162875933464862399e+00 8.508711687528955347e-02
2.158805628380971342e+00 7.494954814039618551e-02
2.154750630671939060e+00 6.669772811769325571e-02
2.150710854179963327e+00 5.989790862040163949e-02
2.146686213392620335e+00 5.423444140633205263e-02
2.142676623436831296e+00 4.947325002233023128e-02
2.138682000072897438e+00 4.543782619662591060e-02
2.134702259688605608e+00 4.199307682475533071e-02
2.130737319293392940e+00 3.903422083719208097e-02
2.126787096512584352e+00 3.647901050216824370e-02
2.122851509581685114e+00 3.426218738563476668e-02
2.118930477340746243e+00 3.233146906089993250e-02
2.115023919228783189e+00 3.064460256624136625e-02
2.111131755278264244e+00 2.916717304017468412e-02
2.107253906109652686e+00 2.787095475512216258e-02
2.103390292926016425e+00 2.673265697102072264e-02
2.099540837507686941e+00 2.573296078814541615e-02
2.095705462206989722e+00 2.485577300337517281e-02
2.091884089943018221e+00 2.408764359745423425e-02
2.088076644196477982e+00 2.341730793509767469e-02
2.084283049004576505e+00 2.283532502051802485e-02
2.080503228955977946e+00 2.233379052456934896e-02
2.076737109185803121e+00 2.190610866265696108e-02
2.072984615370691674e+00 2.154681095094358734e-02
2.069245673723915324e+00 2.125141281313418576e-02
2.065520210990539951e+00 2.101630123849591511e-02
2.061808154442647201e+00 2.083864840763643977e-02
2.058109431874600936e+00 2.071634755325312688e-02
2.054423971598368759e+00 2.064796841758292228e-02
2.050751702438891044e+00 2.063273058996880488e-02
2.047092553729501940e+00 2.067049382360496360e-02
2.043446455307397436e+00 2.076176519730094441e-02
2.039813337509153612e+00 2.090772375928773644e-02
2.036193131166291082e+00 2.111026412034002278e-02
2.032585767600885607e+00 2.137206141444301932e-02
2.028991178621229796e+00 2.169666119211938540e-02
2.025409296517537427e+00 2.208859925186849524e-02
2.021840054057689517e+00 2.255355828085004247e-02
2.018283384483035903e+00 2.309857065084562622e-02
2.014739221504230127e+00 2.373228006183695019e-02
2.011207499297114953e+00 2.446527932395513305e-02
2.007688152498646517e+00 2.531054798087727445e-02
2.004181116202867763e+00 2.628402254582952111e-02
2.000686325956915201e+00 2.740534512635063591e-02
1.997203717757075392e+00 2.869885513699038659e-02
1.993733228044877404e+00 3.019491675598370839e-02
1.990274793703229905e+00 3.193171676263484998e-02
1.986828352052593116e+00 3.395773154575370406e-02
1.983393840847198275e+00 3.633516199310678207e-02
1.979971198271296640e+00 3.914479386108210557e-02
1.976560362935457338e+00 4.249299970557108425e-02
1.973161273872894306e+00 4.652202965465561391e-02
1.969773870535838745e+00 5.142547796487823009e-02
1.966398092791942886e+00 5.747212117670398579e-02
1.963033880920725283e+00 6.504372218648535320e-02
1.959681175610049175e+00 7.469696709641687749e-02
1.956339917952639285e+00 8.726882128010959860e-02
