1.3900 212.4395 0.2321
1.4000 203.2392 0.2067
1.4100 194.5068 0.4672
1.4200 187.3651 0.3263
1.4300 181.4850 0.1619
1.4400 176.3612 0.1359
1.4500 170.2723 0.1971
1.4600 163.5220 0.1663
1.4700 156.4689 0.1123
