1.791214406499011882e-02 0.000000000000000000e+00
5.373643219497035300e-02 0.000000000000000000e+00
8.956072032495059065e-02 0.000000000000000000e+00
1.253850084549308352e-01 0.000000000000000000e+00
1.612092965849110660e-01 0.000000000000000000e+00
1.970335847148912967e-01 0.000000000000000000e+00
2.328578728448715551e-01 0.000000000000000000e+00
2.686821609748518136e-01 0.000000000000000000e+00
3.045064491048319888e-01 0.000000000000000000e+00
3.403307372348122750e-01 0.000000000000000000e+00
3.761550253647925057e-01 0.000000000000000000e+00
4.119793134947726809e-01 0.000000000000000000e+00
4.478036016247529671e-01 0.000000000000000000e+00
4.836278897547331979e-01 0.000000000000000000e+00
5.194521778847135396e-01 0.000000000000000000e+00
5.552764660146937148e-01 0.000000000000000000e+00
5.911007541446738900e-01 0.000000000000000000e+00
6.269250422746540652e-01 0.000000000000000000e+00
6.627493304046343514e-01 0.000000000000000000e+00
6.985736185346146376e-01 0.000000000000000000e+00
7.343979066645949239e-01 0.000000000000000000e+00
7.702221947945752101e-01 0.000000000000000000e+00
8.060464829245552743e-01 0.000000000000000000e+00
8.418707710545355605e-01 0.000000000000000000e+00
8.776950591845157357e-01 0.000000000000000000e+00
9.135193473144960219e-01 0.000000000000000000e+00
9.493436354444763081e-01 0.000000000000000000e+00
9.851679235744565943e-01 0.000000000000000000e+00
1.020992211704436770e+00 0.000000000000000000e+00
1.056816499834416945e+00 0.000000000000000000e+00
1.092640787964397120e+00 1.010555277673225996e-03
1.128465076094377517e+00 2.210626800836021887e-03
1.164289364224357692e+00 5.933374655971713520e-03
1.200113652354338090e+00 1.424029743813215627e-02
1.235937940484318265e+00 3.211886123105040652e-02
1.271762228614298440e+00 5.271299027329760106e-02
1.307586516744278615e+00 1.077254328020084972e-01
1.343410804874258790e+00 1.836128935759993308e-01
1.379235093004239188e+00 2.661599888104565492e-01
1.415059381134219363e+00 3.759673676414956311e-01
1.450883669264199760e+00 4.848641449833674955e-01
1.486707957394179935e+00 5.971464871410868680e-01
1.522532245524160111e+00 6.991424700592827612e-01
1.558356533654140508e+00 7.615937900045497422e-01
1.594180821784120683e+00 8.226939318506315546e-01
1.630005109914100636e+00 8.306724518360401044e-01
1.665829398044081033e+00 8.528625801706133380e-01
1.701653686174061209e+00 8.823281486158757181e-01
1.737477974304041384e+00 8.489828939504474592e-01
1.773302262434021781e+00 8.256417056477809435e-01
1.809126550564001956e+00 8.184556968188489989e-01
1.844950838693982131e+00 8.368377868217848903e-01
1.880775126823962529e+00 8.258396441797472010e-01
1.916599414953942704e+00 8.382809204069181508e-01
1.952423703083923101e+00 8.274232288030110016e-01
1.988247991213903276e+00 8.300217357818331365e-01
2.024072279343883451e+00 8.310360563209875373e-01
2.059896567473863627e+00 8.409560332222927315e-01
2.095720855603843802e+00 8.439492932730137120e-01
2.131545143733823977e+00 8.668028319859417685e-01
2.167369431863804152e+00 8.805910541641566169e-01
2.203193719993784327e+00 8.952683475428585558e-01
2.239018008123764947e+00 9.086431655251503425e-01
2.274842296253745122e+00 9.432746889172612947e-01
2.310666584383725297e+00 9.360205154144524142e-01
2.346490872513705472e+00 9.563750443559976278e-01
2.382315160643685648e+00 9.775003300831683895e-01
2.418139448773666267e+00 9.913924326149278210e-01
2.453963736903646442e+00 1.019422381110873355e+00
2.489788025033626617e+00 1.048100031001083510e+00
2.525612313163606792e+00 1.057918522515070903e+00
2.561436601293586968e+00 1.072665872722158964e+00
2.597260889423567143e+00 1.094966194991277453e+00
2.633085177553547318e+00 1.122798620565731209e+00
2.668909465683527493e+00 1.150050687718025211e+00
2.704733753813508113e+00 1.156948856882326071e+00
2.740558041943488288e+00 1.179319678266068205e+00
2.776382330073468463e+00 1.192384492290190501e+00
2.812206618203448194e+00 1.199269120086405183e+00
2.848030906333429257e+00 1.199383479942514930e+00
2.883855194463408989e+00 1.219141278724521049e+00
2.919679482593389608e+00 1.213561477233173758e+00
2.955503770723369339e+00 1.242974429502535116e+00
2.991328058853350402e+00 1.241021028426692485e+00
3.027152346983330133e+00 1.239820764836219613e+00
3.062976635113310753e+00 1.239451295355165961e+00
3.098800923243290484e+00 1.249446799641566574e+00
3.134625211373271547e+00 1.232511098036674468e+00
3.170449499503250834e+00 1.245223659465924282e+00
3.206273787633231453e+00 1.240320389748229335e+00
3.242098075763211629e+00 1.220598590120863580e+00
3.277922363893191360e+00 1.220863059348998636e+00
3.313746652023171979e+00 1.221343565629587680e+00
3.349570940153151710e+00 1.197401377827472135e+00
3.385395228283132774e+00 1.191984006736502621e+00
3.421219516413112061e+00 1.181444743000505060e+00
3.457043804543093124e+00 1.157826009506699227e+00
3.492868092673072855e+00 1.133801970371128176e+00
3.528692380803053474e+00 1.129629896495273567e+00
3.564516668933033205e+00 1.112703462008088895e+00
